year,Preparation,"p(CH4), bar","p(O2), bar",p(CH4)/p(O2),"p total, bar","Contact time, s",O2 conversion,CH4 conversion,COx selectivity,C2H6 selectivity,C2H4 selectivity,C2 selectivity,C2 yield,Ag,Al,Au,B,Ba,Be,Bi,C,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Ge,Ho,In,Ir,K,La,Li,Lu,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,Sb,Sc,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,V,W,Y,Yb,Zn,Zr,Temperature_C
1996,Impregnation,0.379999995,0.129999995,2.923077106,1.013000011,0.54,,22.89999962,31.60000038,32.90000153,32.70000076,65.60000229,15.02240027,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.79999924,16.70000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
2015,Impregnation,0.593,0.085,7,1.01325,0.514285714,98.6,27.8,35.7,,,54,15.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,0,95.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960
2014,Impregnation,0.4,0.2,2,1,0.8,,40.05,,,,37.48,15.01074,0,0,0,0,0,0,0,0,30.3030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.6969697,0,700
2007,Impregnation,0.882000029,0.118000001,7.474575996,1.013000011,0.3,,19,,,,79,15.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,4.300000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.30000305,0,0,0,0,0,0,0,0,0,0,0,5.900000095,0,0,0,0,699.85
2010,Impregnation,,,6,1,0.0428119,99.1,22,31.8,46.3,21.9,68.2,15.004,0,0,0,0,0,0,0,0,0,0,2.27196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31744,0,2.16664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.16064,0,0,0,0,0,0,0,0,0,0,0,1.08332,0,0,0,0,840
2013,Impregnation,,,6,1,0.318,99.1,22,31.8,46.3,21.9,68.2,15.004,0,0,0,0,0,0,0,0,0,0,2.247009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.292343,0,2.143094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.24601,0,0,0,0,0,0,0,0,0,0,0,1.071547,0,0,0,0,839.85
2008,n.a.,0.098999999,0.033,3,1.013000011,0.06,50,20,,,,75,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
2014,Sol-gel,0.6875,0.3125,2.2,1,0.015820782,84,30,47,33,17,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.225920533,0,2.080299563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.65363012,0,0,0,0,0,0,0,0,0,0,0,1.040149782,0,0,0,0,848
2014,Sol-gel,0.6875,0.3125,2.2,1,0.045262375,84,30,47,33,17,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.225920533,0,2.080299563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.65363012,0,0,0,0,0,0,0,0,0,0,0,1.040149782,0,0,0,0,847.85
2014,Impregnation,0.4,0.2,2,1,0.8,,39.63,,,,37.85,14.999955,0,0,0,0,0,0,0,0,30.3030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.6969697,0,725
2011,Precipitation,0.416,0.084,5,1,0.25,,25.65407,,,,58.44828,14.99436266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.45159275,0,22.54840725,0,0,0,0,0,0,0,0,0,0,0,0,0,725
1991,Therm.decomp.,0.287,0.104000002,2.759614944,1.013000011,10,,29.39999962,49,12,39,51,14.99399981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.79999924,0,79.19999695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.85
2017,SCS,0.5,0.1,5,1,0.157345889,,21.20301,,,,70.71161,14.99298974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.899776571,0,4.387883718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.6756062,0,0,0,0,0,0,0,4.842791653,0,0,0,2.193941859,0,0,0,0,720
2005,Therm.decomp.,0.5,0.100000001,5,1.013000011,0.36,82.5,27.60000038,,28.60000038,25.70000076,54.30000114,14.98680052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.30000019,0,84.69999695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
1993,Sol-gel,0.129999995,0.066500001,1.954887033,1.013000011,0.8,,35,,,,42.79999924,14.97999973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.85
1993,Sol-gel,0.129999995,0.066500001,1.954887033,1.013000011,0.8,,35,,,,42.79999924,14.97999973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.85
2015,SGS,0.62962963,0.37037037,1.7,1,0.023986799,98,44,58,31,3,34,14.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.080299563,0,0,2.225920533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.65363012,0,0,0,0,0,0,0,0,0,0,0,1.040149782,0,0,0,0,919
2014,Impregnation,0.4,0.2,2,1,0.8,,41.3,63.8,,,36.2,14.9506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.540402,0,94.4596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
1989,n.a.,0.5,0.100000001,5,1,2.77,,23,,,,65,14.95,0,0,0,0,89.30000305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.69999981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
1995,Impregnation,0.666999996,0.333000004,2.003002882,1.013000011,1.32,,38.79999924,61.5,35.09999847,3.400000095,38.49999857,14.93799915,0,0,0,0,0,0,0,0,0,0,0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.60000038,0,84.09999847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729.85
2010,Impregnation,,,3,1,0.0435584,,22.98013,,44.55764,20.41562,64.97326,14.93093961,0,0,0,0,0,0,0,0,0,0,1.11905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2829,0,2.13434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.39654,0,0,0,0,0,0,0,0,0,0,0,1.06717,0,0,0,0,900
1997,Impregnation,0.5,0.100000001,5,1.013000011,0.04,,23.10000038,35.40000153,26.70000076,37.90000153,64.60000229,14.92260078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.20000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.100000381,0,0,0,0,0,0,0,0,0,0,0,0,72.69999695,799.85
1995,Therm.decomp.,0.419999987,0.086999997,4.827586174,1.013000011,1,95.40000153,26.60000038,43.90000153,25.10000038,31,56.10000038,14.92260032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.800000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.80000305,0,0,0,0,0,0,2.400000095,0,0,0,0,779.85
2019,Precipitation,0.6,0.2,3,1,0.18,,35.61873,,25.39003379,16.44943621,41.83947,14.90268785,0,41.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
1989,n.a.,0.136999995,0.059,2.322033882,1,0.04,90,34.79999924,,,,42.79999924,14.89439941,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
1990,n.a.,0.136999995,0.059,2.322033882,1.013000011,0.04,90,34.79999924,,,,42.79999924,14.89439941,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
2019,Precipitation,0.4,0.1,4,1,0.03399626,,20.5814,,,,72.36467,14.89366219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,750
1997,Therm.decomp.,0.889999986,0.109999999,8.090909004,1.013000011,0.018,,20.39999962,,,,73,14.89199972,0,0,0,0,4.699999809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899999976,0,0,94.40000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
1991,Sol-gel,0.469999999,0.118000001,3.983051062,1.013000011,0.108,,26.89999962,,26.39999962,28.89999962,55.29999924,14.87569958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,57,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919.85
2016,Impregnation,0.8,0.2,4,1,1.5,,23.15217,,,,64.23237,14.8711875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.05524373,0,80.37464517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.570111105,0,0,0,0,0,0,0,0,0,0,0,650
1989,Therm.decomp.,0.079999998,0.039999999,2,1.200000048,0.16,,33,,,,45,14.85,0,0,0,0,0,0,0,0,0,0,18.79999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.800000191,0,72.40000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
2010,Physical mixing,0.8,0.2,4,1,0.020084085,,27.5,,29.45454545,24.54545455,54,14.85,0,0,0,0,0,0,0,0,95.23809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750
2011,Solid-phase technique,0.8,0.2,4,1,0.142264286,96,27,38,43,12,55,14.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10216523,0,0,2.249316796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.59743536,0,0,0,0,0,0,0,0,0,0,0,1.051082615,0,0,0,0,938
2015,Impregnation,0.75,0.25,3,1,0.03855,,34.52055,,,,42.93874229,14.82269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.52278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47722,0,0,0,0,0,0,0,0,0,0,0,0,0,800
2015,SGS,0.666666667,0.333333333,2,1,0.024430999,99,39,58,34,4,38,14.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.080299563,0,0,2.225920533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.65363012,0,0,0,0,0,0,0,0,0,0,0,1.040149782,0,0,0,0,886
1988,n.a.,0.284000009,0.158000007,1.797467947,1.013000011,4.9,,39.40000153,,,,37.59999847,14.81439997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.19999981,0,84.80000305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.85
2010,Impregnation,0.5,0.105,4.761904762,1,0.13,,20,,47.66548043,26.33451957,74,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.085070433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.87239435,0,0,0,0,0,0,0,0,0,0,0,1.042535216,0,0,0,0,800
1991,Sol-gel,0.469999999,0.118000001,3.983051062,1.013000011,0.108,,27,,28.89999962,25.89999962,54.79999924,14.79599979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919.85
2019,Precipitation,0.6,0.2,3,1,0.18,,34.14286,40.402683,27,16.28572,43.28572,14.77898278,0,20.40816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.59183673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775
2018,Impregnation,0.5,0.1,5,1,0.162372061,,22.55319,,,,65.48296,14.76849639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.532473461,0,4.237527941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.11123463,0,0,0,0,0,0,0,0,0,0,0,2.118763971,0,0,0,0,800
2010,Impregnation,,,6,1,0.0435584,99.3,22.5,34.4,45,20.6,65.6,14.76,0,0,0,0,0,0,0,0,0,0,1.11905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2829,0,2.13434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.39654,0,0,0,0,0,0,0,0,0,0,0,1.06717,0,0,0,0,840
2013,Impregnation,,,6,1,0.318,99.3,22.5,34.4,45,20.6,65.6,14.76,0,0,0,0,0,0,0,0,0,0,1.106932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.258531,0,2.111482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.46731,0,0,0,0,0,0,0,0,0,0,0,1.055741,0,0,0,0,839.85
2015,Impregnation,0.75,0.25,3,1,0.04779945,,32.93261,,,,44.80627257,14.755875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.48628721,69.51371279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2010,Physical mixing,0.8,0.2,4,1,0.020084085,,28.1,,27.5,25,52.5,14.7525,0,0,0,0,0,0,0,0,95.23809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
2019,Sol-gel,0.4,0.1,4,1,0.032967152,,26.94789,,,,54.72527,14.74730556,0,0,0,0,0,0,0,0,10.96491228,0,43.85964912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.1754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2013,Impregnation,0.685714286,0.114285714,6,1,0.9,,22,33,,,67,14.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.624329,0,3.622933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.07,0,0,0,0,0,0,0,0,0,0,0,0.679744,0,0,0,0,849.85
1998,Therm.decomp.,0.75,0.150000006,5,1.013000011,0.18,99.09999847,29.39999962,,27.79999924,22.29999924,50.09999847,14.72939936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
2014,Impregnation,0.8,0.2,4,1,1.5,,23.18255,,,,63.52472,14.72664998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.02152112,0,80.19461203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.783866855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675
2014,Impregnation,0.8,0.2,4,1,1.5,,22.77512,,,,64.64115,14.72209948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.05524373,0,80.37464517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.570111105,0,0,0,0,0,0,0,0,0,0,0,650
1992,n.a.,0.483999997,0.109999999,4.400000095,1.013000011,8.8,,23,31,40,24,64,14.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.20000076,0,82.80000305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.85
2018,Pechini method,,,2.4,1,0.010978044,,34.97222,,14.44638831,27.60917169,42.05556,14.70776297,0,0,0,0,50,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
1989,Impregnation,0.136999995,0.059,2.322033882,1,0.04,81,34.20000076,60,,,43,14.70600033,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
1997,Therm.decomp.,0.889999986,0.109999999,8.090909004,1.013000011,0.018,,18.70000076,,,,78.59999847,14.69820031,0,0,0,0,0,0,0,0,8.300000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.300000191,0,0,83.40000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
2010,Impregnation,,,3,1,0.0419203,,22.45033,,44.07507,21.36611,65.44118,14.69176087,0,0,0,0,0,0,0,0,0,0,3.70235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3603,0,2.2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.6273,0,0,0,0,0,0,0,0,0,0,0,1.10335,0,0,0,0,900
2010,Impregnation,,,4,1,0.044308,96.2,22.3,34,46.5,19.3,65.8,14.6734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24938,0,2.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.59612,0,0,0,0,0,0,0,0,0,0,0,1.0515,0,0,0,0,840
2013,Impregnation,,,4,1,0.318,96.2,22.3,34.2,46.5,19.3,65.8,14.6734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.225701,0,2.08079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.65311,0,0,0,0,0,0,0,0,0,0,0,1.040395,0,0,0,0,839.85
2018,Impregnation,,,2,1,0.108333333,,34.44444,,30.14981,12.4344213,42.5842313,14.6679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.05126933,0,8.757932713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.8118316,0,0,0,0,0,0,0,0,0,0,0,4.378966357,0,0,0,0,700
2018,Impregnation,,,2,1,0.108333333,,32.96296,,35.76779,8.730337595,44.4981276,14.6679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.05126933,0,8.757932713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.8118316,0,0,0,0,0,0,0,0,0,0,0,4.378966357,0,0,0,0,800
2019,Sol-gel,0.4,0.1,4,1,0.031801558,,25.89118,,24.77231,31.82805,56.60036,14.65450109,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2010,Impregnation,,,3,1,0.0440078,,21.5894,,48.57909,19.29524,67.87433,14.6536606,0,0,0,0,0,0,0,0,0,0,0.44365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26267,0,2.11542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.12055,0,0,0,0,0,0,0,0,0,0,0,1.05771,0,0,0,0,860
2017,SCS,0.5,0.1,5,1,0.155062486,,20.64935,,,,70.78947,14.61756542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.939136387,0,4.423131508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.10362579,0,0,0,0,0,0,0,7.322540566,0,0,0,2.211565754,0,0,0,0,700
2014,Impregnation,0.8,0.2,4,1,1.5,,25.1,,,,58.2,14.6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.02152112,0,80.19461203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.783866855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2017,Sol-gel,0.03,0.015,2,1,,87.9,36.7,60.2,22.3,17.5,39.8,14.6066,0,0,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750
1986,Therm.decomp.,0.469999999,0.107000001,4.392522812,1.013000011,7.6,,23.70000076,,37.5,24.10000038,61.60000038,14.59920056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.85
2019,Hydrothermal treatment,0.72,0.28,2.6,1,0.010273973,,35.28098,,,,41.36808,14.59506403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
2014,n.a.,0.833333333,0.166666667,5,1,0.051378875,,20.4386,,,,71.40351,14.59387779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.098362,0,1.23904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.04308,0,0,0,0,0,0,0,0,0,0,0,0.61952,0,0,0,0,790
2010,Impregnation,,,6,1,0.0419203,99.5,22.1,34,45.1,20.9,66,14.586,0,0,0,0,0,0,0,0,0,0,3.70235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3603,0,2.2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.6273,0,0,0,0,0,0,0,0,0,0,0,1.10335,0,0,0,0,840
2013,Impregnation,,,6,1,0.318,99.5,22.1,34,45.1,20.9,66,14.586,0,0,0,0,0,0,0,0,0,0,3.660986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33428,0,2.1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.73128,0,0,0,0,0,0,0,0,0,0,0,1.09115,0,0,0,0,839.85
2010,Impregnation,,,3,1,0.0413283,,21.72186,,46.00536,21.12031,67.12567,14.58094406,0,0,0,0,0,0,0,0,0,0,4.6857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38976,0,2.23424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.57318,0,0,0,0,0,0,0,0,0,0,0,1.11712,0,0,0,0,880
2011,Sol-gel,0.830769231,0.169230769,4.909090909,1,0.035750462,,27,,40.15384615,13.84615385,54,14.58,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,810
2016,Impregnation,,,3,1,0.000265,100,18,19,,,81,14.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.225809608,0,2.081131983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.65194208,0,0,0,0,0,0,0,0,0,0,0,1.040565992,0,0,0,0,799.85
